Membrane Name (abbreviation),Block A (x),Block B (1-x),Block A/B ratio,Polymer type,Conductivity Measuring Temperature [oC],Membrane Anion Conductivity [S/cm],Cluster No.,principal component 0_A,principal component 1_A,principal component 2_A,principal component 3_A,principal component 4_A,principal component 5_A,principal component 6_A,principal component 7_A,principal component 8_A,principal component 9_A,principal component 10_A,principal component 11_A,principal component 12_A,principal component 13_A,principal component 14_A,principal component 15_A,principal component 16_A,principal component 17_A,principal component 18_A,principal component 19_A,principal component 20_A,principal component 21_A,principal component 22_A,principal component 23_A,principal component 24_A,principal component 25_A,principal component 26_A,principal component 27_A,principal component 28_A,principal component 29_A,principal component 30_A,principal component 31_A,principal component 0_B,principal component 1_B,principal component 2_B,principal component 3_B,principal component 4_B,principal component 5_B,principal component 6_B,principal component 7_B,principal component 8_B,principal component 9_B,principal component 10_B,principal component 11_B,principal component 12_B,principal component 13_B,principal component 14_B,principal component 15_B,principal component 16_B,principal component 17_B,principal component 18_B,principal component 19_B,principal component 20_B,principal component 21_B,principal component 22_B,principal component 23_B,principal component 24_B,principal component 25_B,principal component 26_B,principal component 27_B,principal component 28_B,principal component 29_B,principal component 30_B,principal component 31_B
BQAPPO-0.23,0.23,0.77,0.299,1,80,0.0985,3,-18.07992917,7.316442492,9.839887259,2.749553804,-0.474181198,-1.81361415,2.493382382,1.327312868,0.542559568,1.151822093,-2.706192717,0.606703293,-0.678754751,-0.456813516,-0.403042472,0.550050786,0.786670132,0.035589587,-0.264746044,-0.078737166,-1.729161858,0.867783263,-1.361112705,-0.430807441,-1.918510238,-0.683311035,-4.367021513,-0.376896321,-0.75872358,1.663457001,-0.153475742,0.751910736,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
TQAPPO-0.17,0.17,0.83,0.205,1,80,0.1188,3,-13.11516767,12.35318411,9.558943607,3.93256275,-6.876065663,-2.386143702,0.807521364,0.68461183,1.570265575,2.918440037,-1.857979478,-0.800842726,-1.006047625,-0.302396653,-0.541995512,0.494030986,0.362566371,-0.5990972,-0.867004541,0.119382838,0.83478649,2.609552343,-1.109812144,0.255590773,-3.54479474,1.89703922,-4.845880936,-1.380994912,0.477569592,1.123408779,0.926797188,3.382670505,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
ImPES-0.30,0.03,0.1,0.3,1,80,0.05747945,1,41.20687644,11.08980324,-5.481679037,5.586848288,8.134578362,2.003376121,-3.618590182,-5.543924423,2.762280158,-1.999341699,-4.532797066,-2.126479429,-4.120312111,-0.044073239,5.772791088,-1.280955705,-3.784683161,-2.524081538,3.471536479,-2.129446451,2.079636648,-4.732499366,-0.417958699,-2.653370761,2.883547896,-3.488188449,-2.583013466,-0.133794275,4.942898922,-4.100331207,0.965613227,0.288140599,24.63582706,-17.06287826,5.41096684,1.833454408,-0.017493546,-1.854181548,-1.69543148,-0.728769893,-4.509465023,-0.889214324,-0.652753278,1.479919859,2.029944633,0.221373735,0.126344601,0.453385722,-0.033013516,-1.010579564,-2.635910783,-0.174013108,0.710123212,0.778217256,-2.390441782,-2.70719813,-0.646380597,-1.120700488,0.84942626,-0.508029928,0.232775809,-0.024701485,-0.498393416,0.073453546
ImPES-0.35,0.035,0.1,0.35,1,80,0.07205479,1,41.20687644,11.08980324,-5.481679037,5.586848288,8.134578362,2.003376121,-3.618590182,-5.543924423,2.762280158,-1.999341699,-4.532797066,-2.126479429,-4.120312111,-0.044073239,5.772791088,-1.280955705,-3.784683161,-2.524081538,3.471536479,-2.129446451,2.079636648,-4.732499366,-0.417958699,-2.653370761,2.883547896,-3.488188449,-2.583013466,-0.133794275,4.942898922,-4.100331207,0.965613227,0.288140599,24.63582706,-17.06287826,5.41096684,1.833454408,-0.017493546,-1.854181548,-1.69543148,-0.728769893,-4.509465023,-0.889214324,-0.652753278,1.479919859,2.029944633,0.221373735,0.126344601,0.453385722,-0.033013516,-1.010579564,-2.635910783,-0.174013108,0.710123212,0.778217256,-2.390441782,-2.70719813,-0.646380597,-1.120700488,0.84942626,-0.508029928,0.232775809,-0.024701485,-0.498393416,0.073453546
ImPES-0.40,0.04,0.1,0.4,1,80,0.08936986,1,41.20687644,11.08980324,-5.481679037,5.586848288,8.134578362,2.003376121,-3.618590182,-5.543924423,2.762280158,-1.999341699,-4.532797066,-2.126479429,-4.120312111,-0.044073239,5.772791088,-1.280955705,-3.784683161,-2.524081538,3.471536479,-2.129446451,2.079636648,-4.732499366,-0.417958699,-2.653370761,2.883547896,-3.488188449,-2.583013466,-0.133794275,4.942898922,-4.100331207,0.965613227,0.288140599,24.63582706,-17.06287826,5.41096684,1.833454408,-0.017493546,-1.854181548,-1.69543148,-0.728769893,-4.509465023,-0.889214324,-0.652753278,1.479919859,2.029944633,0.221373735,0.126344601,0.453385722,-0.033013516,-1.010579564,-2.635910783,-0.174013108,0.710123212,0.778217256,-2.390441782,-2.70719813,-0.646380597,-1.120700488,0.84942626,-0.508029928,0.232775809,-0.024701485,-0.498393416,0.073453546
ImPES-0.45,0.045,0.1,0.4,1,80,0.11271233,1,41.20687644,11.08980324,-5.481679037,5.586848288,8.134578362,2.003376121,-3.618590182,-5.543924423,2.762280158,-1.999341699,-4.532797066,-2.126479429,-4.120312111,-0.044073239,5.772791088,-1.280955705,-3.784683161,-2.524081538,3.471536479,-2.129446451,2.079636648,-4.732499366,-0.417958699,-2.653370761,2.883547896,-3.488188449,-2.583013466,-0.133794275,4.942898922,-4.100331207,0.965613227,0.288140599,24.63582706,-17.06287826,5.41096684,1.833454408,-0.017493546,-1.854181548,-1.69543148,-0.728769893,-4.509465023,-0.889214324,-0.652753278,1.479919859,2.029944633,0.221373735,0.126344601,0.453385722,-0.033013516,-1.010579564,-2.635910783,-0.174013108,0.710123212,0.778217256,-2.390441782,-2.70719813,-0.646380597,-1.120700488,0.84942626,-0.508029928,0.232775809,-0.024701485,-0.498393416,0.073453546
PMP-TMA-4,0.0042,0.1,0.042,1,80,0.01794297,2,-30.61474081,16.36095029,-2.820958334,12.73187252,-10.92684449,-2.962820257,-3.483712844,2.927664611,8.700183406,-0.062960099,3.323751573,4.2746973,4.570965749,-1.398633264,-0.463647958,3.056391181,-2.552373986,-2.085207192,-1.42783274,0.828447878,0.879032036,-1.525157965,0.981999885,2.455982145,1.969024126,-0.290600856,-0.980169025,-2.704010258,1.70356808,0.950656644,-1.497676232,0.909418715,-35.75264431,5.036736855,19.93398307,9.221834201,-4.908549715,-4.703897308,1.072535801,-3.727660786,-4.123444922,1.706604346,0.194619945,-2.732031091,1.684133602,2.051528329,2.661596854,-3.131373347,-0.195459303,-1.705534371,-1.641511402,-2.829063782,4.447216312,4.94178073,-0.899434051,6.551901094,-1.907655849,-0.635280154,-0.058622993,-0.380482179,-0.434330623,-0.204983253,-0.132305568,0.80853844
PMP-TMA-20,0.02,0.1,0.2,1,80,0.05286975,2,-30.61474081,16.36095029,-2.820958334,12.73187252,-10.92684449,-2.962820257,-3.483712844,2.927664611,8.700183406,-0.062960099,3.323751573,4.2746973,4.570965749,-1.398633264,-0.463647958,3.056391181,-2.552373986,-2.085207192,-1.42783274,0.828447878,0.879032036,-1.525157965,0.981999885,2.455982145,1.969024126,-0.290600856,-0.980169025,-2.704010258,1.70356808,0.950656644,-1.497676232,0.909418715,-35.75264431,5.036736855,19.93398307,9.221834201,-4.908549715,-4.703897308,1.072535801,-3.727660786,-4.123444922,1.706604346,0.194619945,-2.732031091,1.684133602,2.051528329,2.661596854,-3.131373347,-0.195459303,-1.705534371,-1.641511402,-2.829063782,4.447216312,4.94178073,-0.899434051,6.551901094,-1.907655849,-0.635280154,-0.058622993,-0.380482179,-0.434330623,-0.204983253,-0.132305568,0.80853844
PMP-TMA-32,0.032,0.1,0.32,1,80,0.06916257,2,-30.61474081,16.36095029,-2.820958334,12.73187252,-10.92684449,-2.962820257,-3.483712844,2.927664611,8.700183406,-0.062960099,3.323751573,4.2746973,4.570965749,-1.398633264,-0.463647958,3.056391181,-2.552373986,-2.085207192,-1.42783274,0.828447878,0.879032036,-1.525157965,0.981999885,2.455982145,1.969024126,-0.290600856,-0.980169025,-2.704010258,1.70356808,0.950656644,-1.497676232,0.909418715,-35.75264431,5.036736855,19.93398307,9.221834201,-4.908549715,-4.703897308,1.072535801,-3.727660786,-4.123444922,1.706604346,0.194619945,-2.732031091,1.684133602,2.051528329,2.661596854,-3.131373347,-0.195459303,-1.705534371,-1.641511402,-2.829063782,4.447216312,4.94178073,-0.899434051,6.551901094,-1.907655849,-0.635280154,-0.058622993,-0.380482179,-0.434330623,-0.204983253,-0.132305568,0.80853844
PMP-TMA-41,0.041,0.1,0.41,1,80,0.07550405,2,-30.61474081,16.36095029,-2.820958334,12.73187252,-10.92684449,-2.962820257,-3.483712844,2.927664611,8.700183406,-0.062960099,3.323751573,4.2746973,4.570965749,-1.398633264,-0.463647958,3.056391181,-2.552373986,-2.085207192,-1.42783274,0.828447878,0.879032036,-1.525157965,0.981999885,2.455982145,1.969024126,-0.290600856,-0.980169025,-2.704010258,1.70356808,0.950656644,-1.497676232,0.909418715,-35.75264431,5.036736855,19.93398307,9.221834201,-4.908549715,-4.703897308,1.072535801,-3.727660786,-4.123444922,1.706604346,0.194619945,-2.732031091,1.684133602,2.051528329,2.661596854,-3.131373347,-0.195459303,-1.705534371,-1.641511402,-2.829063782,4.447216312,4.94178073,-0.899434051,6.551901094,-1.907655849,-0.635280154,-0.058622993,-0.380482179,-0.434330623,-0.204983253,-0.132305568,0.80853844
PAES-Im-22,0.22,0.78,0.282,1,80,0.0253,4,27.5515372,-0.692954306,-0.947346487,-4.648049739,2.163083149,-7.809972221,-1.022022141,1.072278409,1.70106764,-6.991634108,5.809667326,-0.937579447,0.849286953,-0.516416906,1.339221239,-0.783071733,1.48173165,1.178419036,-2.994378718,-2.448620596,3.180588698,1.47137716,2.890087475,-0.725899544,-0.4921612,-2.401540847,1.20046958,-2.126990711,0.505382031,0.638201205,-1.66813021,-2.130582396,4.543214115,2.371391832,-3.242417735,-8.100550145,4.240901685,-8.71302486,-0.116624385,-0.979457342,1.455881331,0.537139762,2.326966629,0.71628193,-1.263643282,-0.546139338,2.051671456,1.82028085,-1.614411298,-0.736833369,0.635955806,1.758172181,-0.219262385,-0.513474399,-0.454480917,0.888809693,0.303219935,1.542472642,-0.28426652,0.758440274,0.75967018,0.84592123,-0.83966308,-0.845260101
PAES-Im-28,0.28,0.72,0.389,1,80,0.0309,4,27.5515372,-0.692954306,-0.947346487,-4.648049739,2.163083149,-7.809972221,-1.022022141,1.072278409,1.70106764,-6.991634108,5.809667326,-0.937579447,0.849286953,-0.516416906,1.339221239,-0.783071733,1.48173165,1.178419036,-2.994378718,-2.448620596,3.180588698,1.47137716,2.890087475,-0.725899544,-0.4921612,-2.401540847,1.20046958,-2.126990711,0.505382031,0.638201205,-1.66813021,-2.130582396,4.543214115,2.371391832,-3.242417735,-8.100550145,4.240901685,-8.71302486,-0.116624385,-0.979457342,1.455881331,0.537139762,2.326966629,0.71628193,-1.263643282,-0.546139338,2.051671456,1.82028085,-1.614411298,-0.736833369,0.635955806,1.758172181,-0.219262385,-0.513474399,-0.454480917,0.888809693,0.303219935,1.542472642,-0.28426652,0.758440274,0.75967018,0.84592123,-0.83966308,-0.845260101
PAES-Im-34,0.34,0.66,0.515,1,80,0.0359,4,27.5515372,-0.692954306,-0.947346487,-4.648049739,2.163083149,-7.809972221,-1.022022141,1.072278409,1.70106764,-6.991634108,5.809667326,-0.937579447,0.849286953,-0.516416906,1.339221239,-0.783071733,1.48173165,1.178419036,-2.994378718,-2.448620596,3.180588698,1.47137716,2.890087475,-0.725899544,-0.4921612,-2.401540847,1.20046958,-2.126990711,0.505382031,0.638201205,-1.66813021,-2.130582396,4.543214115,2.371391832,-3.242417735,-8.100550145,4.240901685,-8.71302486,-0.116624385,-0.979457342,1.455881331,0.537139762,2.326966629,0.71628193,-1.263643282,-0.546139338,2.051671456,1.82028085,-1.614411298,-0.736833369,0.635955806,1.758172181,-0.219262385,-0.513474399,-0.454480917,0.888809693,0.303219935,1.542472642,-0.28426652,0.758440274,0.75967018,0.84592123,-0.83966308,-0.845260101
PAES-QA,0.25,0.75,0.333,1,80,0.0361,6,12.75308854,5.152070158,15.12580157,-6.890945817,-11.31073092,3.712394293,-7.828953939,3.715083091,1.819694024,3.08560398,1.660309759,-1.61791562,-1.640170384,0.96133398,-0.418616254,-2.027620885,0.019193739,0.148631042,0.405774173,1.913229647,0.722927214,0.429541582,-3.764863347,1.588343077,-2.528254051,1.04165806,1.551289771,0.633587189,0.440395336,2.242809491,1.492544789,2.030086824,4.543214115,2.371391832,-3.242417735,-8.100550145,4.240901685,-8.71302486,-0.116624385,-0.979457342,1.455881331,0.537139762,2.326966629,0.71628193,-1.263643282,-0.546139338,2.051671456,1.82028085,-1.614411298,-0.736833369,0.635955806,1.758172181,-0.219262385,-0.513474399,-0.454480917,0.888809693,0.303219935,1.542472642,-0.28426652,0.758440274,0.75967018,0.84592123,-0.83966308,-0.845260101
TA-1C-1.22,0.393,0.607,0.647,1,80,0.10748691,3,-15.19030953,-5.076844664,17.80160469,-3.696777353,3.109386369,-11.1477205,3.838339045,-6.235240264,-2.280424325,3.502674505,2.397526445,-5.091696979,-0.386549308,5.410464927,1.951049428,-2.004731394,-0.4630639,-1.853631864,0.348442048,2.874520675,1.076992439,-0.980244123,-0.866314622,3.026812594,2.015105081,0.003485938,0.989233469,-1.799901038,0.263347718,-2.639183782,-0.104920568,1.387195869,-3.28943362,-2.215418117,-11.58032045,0.979224875,1.82624882,4.584182613,14.78864026,3.560987051,-2.677186927,2.455431284,4.518534885,-1.068900343,-1.421940793,1.819048569,-2.550220997,-2.593954169,-5.241838684,7.885856312,-0.413357025,-0.378140604,-5.974167708,1.936376169,-4.257967383,1.138241342,-4.802702902,0.214158095,-0.77910607,-1.533794316,0.279833363,0.046424122,-0.503001227,-0.223964643
TA-7C-1.25,0.473,0.527,0.898,1,80,0.1095288,3,-12.12841991,-0.433563815,5.493196983,2.203482817,0.849870659,-7.051957333,3.511209036,-7.287582768,-3.832421395,2.654651121,-0.843514701,-3.449013598,1.486423196,2.438623001,2.476984015,-1.692900633,1.300251564,-1.662457823,-0.719394306,1.676924434,-0.24310569,-1.87789625,-3.296530242,1.133756364,0.916448027,-0.436781701,-0.310459524,-0.60730433,-2.033336773,-1.288494308,-0.599182167,0.619224323,-3.28943362,-2.215418117,-11.58032045,0.979224875,1.82624882,4.584182613,14.78864026,3.560987051,-2.677186927,2.455431284,4.518534885,-1.068900343,-1.421940793,1.819048569,-2.550220997,-2.593954169,-5.241838684,7.885856312,-0.413357025,-0.378140604,-5.974167708,1.936376169,-4.257967383,1.138241342,-4.802702902,0.214158095,-0.77910607,-1.533794316,0.279833363,0.046424122,-0.503001227,-0.223964643
TA-10C-1.24,0.52,0.48,1.083,1,80,0.13104712,3,-10.77225826,2.53479374,3.412769792,4.395209745,-0.064005426,-4.906931617,3.889512394,-7.65561603,-3.157681595,1.586135161,-1.470382344,-2.885723673,2.558496852,1.473421167,2.764725273,-1.35616122,1.800595504,-2.016665146,-1.290606387,1.05432053,0.009970803,-1.636356069,-4.232077502,0.422386904,-0.035417458,-0.038789699,0.235893919,-0.388534306,-2.027371278,-0.902816322,-1.103389707,0.71736372,-3.28943362,-2.215418117,-11.58032045,0.979224875,1.82624882,4.584182613,14.78864026,3.560987051,-2.677186927,2.455431284,4.518534885,-1.068900343,-1.421940793,1.819048569,-2.550220997,-2.593954169,-5.241838684,7.885856312,-0.413357025,-0.378140604,-5.974167708,1.936376169,-4.257967383,1.138241342,-4.802702902,0.214158095,-0.77910607,-1.533794316,0.279833363,0.046424122,-0.503001227,-0.223964643
TA-14C-1.21,0.543,0.457,1.188,1,80,0.14298429,3,-8.902569052,6.505117043,1.68862225,6.950939457,-0.935530718,-2.940306568,4.328066884,-8.180657626,-2.229136799,0.490054333,-2.017839365,-2.392772678,3.785001915,0.638078176,2.833062675,-1.008237075,1.79020213,-2.148765091,-1.437312602,-0.127550121,-0.046185242,-1.534394714,-4.962229199,0.081414959,-1.069609889,0.54287163,1.300032073,0.358260563,-2.254386673,-1.061274007,-0.292214735,0.806481787,-3.28943362,-2.215418117,-11.58032045,0.979224875,1.82624882,4.584182613,14.78864026,3.560987051,-2.677186927,2.455431284,4.518534885,-1.068900343,-1.421940793,1.819048569,-2.550220997,-2.593954169,-5.241838684,7.885856312,-0.413357025,-0.378140604,-5.974167708,1.936376169,-4.257967383,1.138241342,-4.802702902,0.214158095,-0.77910607,-1.533794316,0.279833363,0.046424122,-0.503001227,-0.223964643
QA-10C-1.27,0.487,0.513,0.949,1,80,0.04293194,3,-19.27718525,6.277203791,7.180135686,3.327469906,2.152165441,0.972201798,3.877506947,-3.548301608,0.909713835,-1.200083688,-3.924178787,1.409891526,2.157996498,-3.571254027,1.711136204,0.561993132,-0.339071205,-0.485899511,0.972640418,-0.295664802,-1.147493671,-1.708304267,-1.765300622,-1.581502314,-2.239837591,-0.529216423,-1.38579171,-0.430703429,-1.395104329,1.862574054,-1.4620068,-0.657034972,-5.210227182,-2.439380843,-11.51411681,0.249472231,2.769116903,5.5547239,21.30884804,1.893191225,-5.814072129,-0.587177045,2.586344381,-0.417716174,2.224051858,-0.35511346,1.839279485,-0.810386432,-0.516858765,-5.35247845,-0.079583428,-1.729142213,3.119048123,-0.705345306,0.24590299,-0.299889461,1.471706482,-2.309315493,-2.380938777,0.870007689,3.12795088,-0.524921882,8.109985621,0.587627984
PAES-Q-12,0.12,0.88,0.136,1,80,0.054,6,43.41520496,25.55438349,25.71087783,-2.613842562,-14.21363503,4.442094405,-2.401380142,8.373056489,-9.505604937,-1.079825036,14.51417279,0.420100197,3.46031332,1.418683925,9.335173716,-7.989518041,3.768811089,1.315868384,1.127078652,-5.456436392,-2.577114981,-1.623120525,4.309648203,-0.411061714,0.272084924,1.560232268,-0.276982234,-1.477874334,-1.528895391,0.045796557,1.10983116,0.721319623,4.543214115,2.371391832,-3.242417735,-8.100550145,4.240901685,-8.71302486,-0.116624385,-0.979457342,1.455881331,0.537139762,2.326966629,0.71628193,-1.263643282,-0.546139338,2.051671456,1.82028085,-1.614411298,-0.736833369,0.635955806,1.758172181,-0.219262385,-0.513474399,-0.454480917,0.888809693,0.303219935,1.542472642,-0.28426652,0.758440274,0.75967018,0.84592123,-0.83966308,-0.845260101
PAES-Q-16,0.16,0.84,0.19,1,80,0.071,6,43.41520496,25.55438349,25.71087783,-2.613842562,-14.21363503,4.442094405,-2.401380142,8.373056489,-9.505604937,-1.079825036,14.51417279,0.420100197,3.46031332,1.418683925,9.335173716,-7.989518041,3.768811089,1.315868384,1.127078652,-5.456436392,-2.577114981,-1.623120525,4.309648203,-0.411061714,0.272084924,1.560232268,-0.276982234,-1.477874334,-1.528895391,0.045796557,1.10983116,0.721319623,4.543214115,2.371391832,-3.242417735,-8.100550145,4.240901685,-8.71302486,-0.116624385,-0.979457342,1.455881331,0.537139762,2.326966629,0.71628193,-1.263643282,-0.546139338,2.051671456,1.82028085,-1.614411298,-0.736833369,0.635955806,1.758172181,-0.219262385,-0.513474399,-0.454480917,0.888809693,0.303219935,1.542472642,-0.28426652,0.758440274,0.75967018,0.84592123,-0.83966308,-0.845260101
PAES-Q-20,0.2,0.8,0.25,1,80,0.082,6,43.41520496,25.55438349,25.71087783,-2.613842562,-14.21363503,4.442094405,-2.401380142,8.373056489,-9.505604937,-1.079825036,14.51417279,0.420100197,3.46031332,1.418683925,9.335173716,-7.989518041,3.768811089,1.315868384,1.127078652,-5.456436392,-2.577114981,-1.623120525,4.309648203,-0.411061714,0.272084924,1.560232268,-0.276982234,-1.477874334,-1.528895391,0.045796557,1.10983116,0.721319623,4.543214115,2.371391832,-3.242417735,-8.100550145,4.240901685,-8.71302486,-0.116624385,-0.979457342,1.455881331,0.537139762,2.326966629,0.71628193,-1.263643282,-0.546139338,2.051671456,1.82028085,-1.614411298,-0.736833369,0.635955806,1.758172181,-0.219262385,-0.513474399,-0.454480917,0.888809693,0.303219935,1.542472642,-0.28426652,0.758440274,0.75967018,0.84592123,-0.83966308,-0.845260101
QAPPO-30,0.3,0.7,0.429,1,80,0.02705202,7,-27.01161495,0.519984173,28.48615061,-4.508366577,12.56983784,0.168274803,2.920921273,2.352459332,3.056654383,-1.943076717,-1.250982921,0.442058081,-1.3087468,0.424048892,-1.080928836,2.640863654,-0.629272574,-0.870523154,1.340787367,-1.890405038,0.74302203,-0.966885873,0.684498432,0.530936422,0.720780822,0.359394051,1.728403973,0.606683116,-0.100485831,-0.426640968,0.368867864,0.058519091,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
QAPPO-40,0.4,0.6,0.667,1,80,0.04950867,7,-27.01161495,0.519984173,28.48615061,-4.508366577,12.56983784,0.168274803,2.920921273,2.352459332,3.056654383,-1.943076717,-1.250982921,0.442058081,-1.3087468,0.424048892,-1.080928836,2.640863654,-0.629272574,-0.870523154,1.340787367,-1.890405038,0.74302203,-0.966885873,0.684498432,0.530936422,0.720780822,0.359394051,1.728403973,0.606683116,-0.100485831,-0.426640968,0.368867864,0.058519091,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
SEBS-TMA,0.26,0.74,0.351,1,80,0.102,2,-17.18491901,0.698769835,-3.025118632,-3.179532534,-11.68289497,0.369111292,0.450032522,-1.455682422,-1.439740293,-2.193011328,7.158637415,-1.521252598,-3.055170675,2.555780755,-2.578374867,1.463511411,-2.173905559,-2.763019811,2.638080592,4.691645217,1.977848966,-2.927807854,1.344725395,1.911995791,0.807434953,-3.234900221,-0.769351308,0.781376105,1.542879036,1.071282941,0.389058343,-2.036760763,-18.68501084,9.689128579,13.33435196,-3.895677832,-3.295729224,0.60163874,2.635491907,1.577779849,-0.987915791,1.93185449,-5.766348121,1.313654986,-1.498561879,1.58959913,5.628696604,-0.322585473,-2.953253099,0.269867749,2.16923287,3.36724236,2.501611569,4.375171144,1.491488769,-1.173549032,-1.982886797,-0.962667889,-2.775291019,-1.209745854,1.090296913,-1.151022678,-0.986935334,0.954687737
